"name","state","fips","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","white","black","native","asian","pac_isl","two_plus_races","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","veterans","mean_work_travel","housing_units","home_ownership","housing_multi_unit","median_val_owner_occupied","households","persons_per_household","per_capita_income","median_household_income","poverty","private_nonfarm_establishments","private_nonfarm_employment","percent_change_private_nonfarm_employment","nonemployment_establishments","firms","black_owned_firms","native_owned_firms","asian_owned_firms","pac_isl_owned_firms","hispanic_owned_firms","women_owned_firms","manufacturer_shipments_2007","mercent_whole_sales_2007","sales","sales_per_capita","accommodation_food_service","building_permits","fed_spending","area","density","smoking_ban"
"Jackson County","Wisconsin",55053,20449,19100,6.1,22.6,16.2,46.8,89.3,2,6.2,0.3,NA,1.5,2.5,88,87.2,1.9,7.3,86,14.8,2035,21.3,9727,74.5,11.3,121400,8269,2.28,20778,43191,16.4,420,6120,19.8,1127,1491,NA,NA,NA,NA,NA,23.1,229126,31193,250989,12662,23212,58,157852,987.72,20.7,"none"
"Jackson County","Wisconsin",55053,20449,19100,6.1,22.6,16.2,46.8,89.3,2,6.2,0.3,NA,1.5,2.5,88,87.2,1.9,7.3,86,14.8,2035,21.3,9727,74.5,11.3,121400,8269,2.28,20778,43191,16.4,420,6120,19.8,1127,1491,NA,NA,NA,NA,NA,23.1,229126,31193,250989,12662,23212,58,157852,987.72,20.7,"none"
"Jackson County","Wisconsin",55053,20449,19100,6.1,22.6,16.2,46.8,89.3,2,6.2,0.3,NA,1.5,2.5,88,87.2,1.9,7.3,86,14.8,2035,21.3,9727,74.5,11.3,121400,8269,2.28,20778,43191,16.4,420,6120,19.8,1127,1491,NA,NA,NA,NA,NA,23.1,229126,31193,250989,12662,23212,58,157852,987.72,20.7,"comprehensive"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"comprehensive"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"partial"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"partial"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"comprehensive"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"partial"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"partial"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"comprehensive"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"none"
"Jackson County","Texas",48239,14075,14391,7.3,25.4,16.4,50.6,81.3,7,0.4,0.4,0,2.1,29,62.9,86.6,5,23,77.2,16.9,953,24.4,6590,74.1,8.2,77500,5030,2.75,24337,47483,11.7,279,3896,-8,888,1310,NA,NA,NA,NA,NA,NA,NA,66985,133487,9533,9870,12,121057,829.44,17,"comprehensive"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"comprehensive"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"partial"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"partial"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"comprehensive"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"partial"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"partial"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"comprehensive"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"none"
"Jackson County","Arkansas",5067,17997,18418,5.6,20.7,15.9,50.4,79.8,16.7,0.5,0.3,NA,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7,1495,18.6,7601,69.8,15,60100,6391,2.48,14874,27615,25.9,335,3602,-30.4,851,1110,NA,NA,NA,NA,NA,17,NA,95424,190887,11203,9669,6,217937,633.94,28.4,"comprehensive"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"comprehensive"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"partial"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"partial"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"comprehensive"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"partial"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"partial"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"comprehensive"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"none"
"Jackson County","Oklahoma",40065,26446,28439,7.6,26.1,12.9,50.2,72.8,7.5,1.8,1.2,0.2,4.9,20.9,65.8,81.5,5.6,15.1,82,21.2,3156,12.7,12077,62.1,12.2,85100,10384,2.46,21249,41437,18.3,531,7296,-2.8,1398,1775,NA,NA,NA,NA,NA,34.2,357021,NA,350157,13604,40970,33,451064,802.65,32.9,"comprehensive"
"Jackson County","Alabama",1071,53227,53926,5.6,22.5,16.5,50.9,90.8,3.3,1.4,0.3,NA,2.6,2.5,90.1,89.8,1.5,2.9,74,12,4165,26.2,24786,76.6,5.8,86300,21173,2.51,18905,36312,17.5,851,11137,-24.7,3317,4337,NA,4.3,NA,NA,NA,26.8,1525396,NA,410988,7784,39315,18,664456,1077.87,49.4,"comprehensive"
